Location:,Location 1 Westbound,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments:,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Date:,10/2/2024,,,,,,,,,,,,,,,,,,,,,,,,,,
Posted Speed:,30,,,,,,,,,,,,,,,,,,,,,,,,,,
Interval:,60 Min,,,,,,,,,,,,,,,,,,,,,,,,,,
Title:,Westbound Speeds,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time,0-20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45-99,Total
10/02/2024 00:00 - 00:59,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10/02/2024 01:00 - 01:59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10/02/2024 02:00 - 02:59,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10/02/2024 03:00 - 03:59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10/02/2024 04:00 - 04:59,0,0,4,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
10/02/2024 05:00 - 05:59,5,4,5,2,3,3,4,2,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35
10/02/2024 06:00 - 06:59,7,4,9,9,18,6,7,1,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,68
10/02/2024 07:00 - 07:59,8,6,10,4,8,6,5,5,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59
10/02/2024 08:00 - 08:59,6,6,6,7,5,14,6,8,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62
10/02/2024 09:00 - 09:59,11,3,4,2,6,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32
10/02/2024 10:00 - 10:59,10,6,2,3,6,4,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
10/02/2024 11:00 - 11:59,7,4,5,3,8,10,0,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45
10/02/2024 12:00 - 12:59,11,5,10,7,6,13,8,6,2,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
10/02/2024 13:00 - 13:59,6,3,2,5,10,13,3,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
10/02/2024 14:00 - 14:59,5,5,9,6,9,11,2,3,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63
10/02/2024 15:00 - 15:59,8,6,11,1,8,9,7,9,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67
10/02/2024 16:00 - 16:59,8,6,11,1,18,15,9,11,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
